gender,age,department,total_usetime,social_usetime,communication_usetime,entertainment_usetime,news_usetime,system_usetime,notification_usetime,view_order_top,view_order_middle,view_order_bottom,scenario,tol_111111,tol_1122,tol_123,tol_222
F,2,醫放系,3,1,2,0,0,0,0,1,2,3,wakingup,cnsewy,cneswy,cnsewy,cneswy
M,2,資工系,2,1,2,0,0,0,1,1,2,3,working,ncsywe,ncsyew,ncsewy,cnsyew
F,4,應用化學,3,1,1,0,1,0,0,1,2,3,resting,nwcsye,nwcsey,ncwesy,nwcsey
F,2,物理系,4,1,1,3,0,0,0,1,2,3,commuting,cwseny,cwesny,csweny,cwesny
F,2,電工系,3,3,2,0,0,0,0,1,2,3,commuting,cwnsye,cwnsey,cnwesy,cwnsey
M,4,工業工程,0,0,0,0,0,0,0,1,2,3,commuting,nwcsye,nwcsey,ncwesy,nwcsey
F,2,資工,3,0,0,4,0,0,0,1,2,3,resting,escwny,escwny,ecsnwy,escwny
M,2,資工系,2,?,?,?,?,?,?,1,2,3,commuting,scwyne,scwyen,scweny,cswyen
F,2,數學系,4,4,4,0,1,1,2,1,2,3,commuting,cswnye,csnwey,csweny,csnwey
F,2,資工系,3,2,1,2,0,0,0,1,2,3,commuting,cwnsey,cwnsey,cnwesy,cwnsey
F,4,應用統計,2,1,1,0,0,0,0,1,2,3,commuting,nwycse,nwcyes,nwyces,nwcyes
M,2,材料23,4,2,1,2,0,0,0,1,2,3,wakingup,ncsewy,nceswy,ncsewy,cneswy
F,2,資工系,4,3,2,3,0,0,0,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
F,4,會計系,2,1,1,1,0,0,0,1,2,3,resting,csnwey,csnwey,cnsewy,csnwey
F,2,法律系,3,2,2,0,1,0,0,1,2,3,wakingup,ncwsey,ncswey,ncwesy,cnswey
F,2,資工系,4,3,0,4,0,0,0,1,2,3,resting,nscewy,nscewy,ncsewy,nscewy
M,2,資工系,4,2,0,2,0,0,0,1,2,3,wakingup,cnsewy,cneswy,cnsewy,cneswy
M,3,清大工工,4,3,2,3,1,1,1,1,2,3,resting,scewny,scewny,scenwy,csewny
M,2,資工11,4,1,0,3,0,0,0,1,2,3,commuting,cesnyw,censwy,cesnwy,censwy
M,2,清大動機,2,1,1,1,0,0,0,1,2,3,resting,scewny,scewny,scenwy,csewny
M,2,人社,3,1,2,0,1,0,0,1,3,2,resting,nscwye,nscwey,ncsewy,nscwey
F,2,經濟系,2,1,1,1,0,0,0,1,2,3,commuting,ncsewy,nceswy,ncsewy,cneswy
F,2,文資系,2,1,0,2,0,0,0,1,2,3,resting,ecswny,ecswny,ecsnwy,ceswny
F,2,資工系,4,4,4,4,0,0,0,1,2,3,resting,csnywe,csnyew,cnsewy,csnyew
F,2,衛教系,4,1,2,3,0,0,0,1,2,3,commuting,necswy,necswy,nceswy,encswy
M,3,資工系,3,1,1,2,1,0,0,1,2,3,commuting,csnwey,csnwey,cnsewy,csnwey
F,2,醫管系,3,2,1,2,0,0,0,1,2,3,wakingup,cnswye,cnswey,cnsewy,cnswey
M,2,材料,3,1,1,2,0,0,0,1,2,3,wakingup,csnwey,csnwey,cnsewy,csnwey
F,2,中山大學化學系,4,2,1,3,0,0,0,1,2,3,wakingup,swecyn,swceny,sewcny,swceny
F,2,資工系,4,3,0,4,0,0,0,1,2,3,commuting,nscewy,nscewy,ncsewy,nscewy
F,2,衛教系,4,1,2,3,0,0,0,1,2,3,working,ncwesy,ncewsy,ncwesy,cnewsy
F,2,資工,4,1,2,4,0,0,0,1,2,3,working,nycsew,nycsew,ncyesw,nycsew
M,2,電資,3,1,1,2,1,0,0,1,2,3,wakingup,cewsyn,ceswny,cewnsy,ceswny
F,2,應用化學系,4,3,3,2,0,0,0,1,2,3,wakingup,cwnyse,cwnyes,cnwesy,cwnyes
F,2,電機所,3,0,4,2,1,1,1,1,2,3,commuting,cnwyse,cnwyes,cnwesy,cnwyes
M,2,清大動機,2,1,1,1,0,0,0,1,2,3,working,ecswyn,ecswny,ecsnwy,ceswny
M,2,資工,4,1,1,3,1,0,1,1,2,3,commuting,ncwsey,ncswey,ncwesy,cnswey
F,2,資工系,3,2,1,0,0,0,0,1,2,3,resting,csnywe,csnyew,cnsewy,csnyew
F,2,資工,2,1,1,0,0,0,0,1,2,3,commuting,ecswyn,ecswny,ecsnwy,ceswny
M,2,電機系,3,1,1,2,0,0,0,1,2,3,commuting,csewny,csewny,cesnwy,csewny
M,2,清大動機,2,1,1,1,0,0,0,1,2,3,wakingup,ncsewy,nceswy,ncsewy,cneswy
F,2,資工,3,?,?,?,?,?,?,1,2,3,resting,escwny,escwny,ecsnwy,escwny
F,2,特教24,4,4,3,1,0,2,0,1,2,3,commuting,wcsney,wcnsey,wcseny,cwnsey
M,4,生命科學系,2,0,1,2,1,0,0,1,2,3,resting,nwcsey,nwcsey,ncwesy,nwcsey
M,2,資工系,4,3,3,1,1,0,0,1,2,3,wakingup,ncswey,ncswey,ncsewy,cnswey
M,4,机械系,1,0,1,0,0,0,1,1,2,3,commuting,ncswye,ncswey,ncsewy,cnswey
F,2,資工系,4,4,4,4,0,0,0,1,2,3,working,csnwye,csnwey,cnsewy,csnwey
F,4,電子資料處理,4,4,4,4,0,0,0,1,2,3,commuting,cnsewy,cneswy,cnsewy,cneswy
M,2,人社系,4,2,2,2,0,0,0,1,2,3,resting,csewny,csewny,cesnwy,csewny
F,2,電機系,4,1,1,2,0,0,0,1,2,3,resting,scewny,scewny,scenwy,csewny
F,4,企業管理,1,0,0,1,0,0,0,1,2,3,commuting,ncswye,ncswey,ncsewy,cnswey
F,2,衛教系,4,1,2,3,0,0,0,1,2,3,resting,ecnswy,ecnswy,ecnswy,censwy
M,4,事業經營管理研究所,2,1,2,0,1,0,0,1,2,3,wakingup,cnsywe,cnsyew,cnsewy,cnsyew
M,2,資工,3,2,1,2,1,0,1,1,2,3,wakingup,ncswye,ncswey,ncsewy,cnswey
F,2,資工系,3,2,2,0,0,0,0,1,2,3,working,cnswey,cnswey,cnsewy,cnswey
M,2,資工系,2,1,1,1,0,0,0,1,2,3,resting,csewny,csewny,cesnwy,csewny
F,2,經濟,3,2,0,4,0,0,0,2,3,1,commuting,csewyn,csewny,cesnwy,csewny
M,2,計財系,3,2,1,2,0,0,0,1,2,3,working,scnwye,scnwey,scnewy,csnwey
M,1,經濟系,3,2,1,1,0,0,0,3,2,1,resting,yncwes,yncwes,ycnesw,nycwes
M,2,資工系,4,1,1,4,0,0,0,1,2,3,resting,ncswey,ncswey,ncsewy,cnswey
F,2,電機系,4,1,1,2,0,0,0,1,2,3,wakingup,ncyswe,ncsyew,ncyesw,cnsyew
M,2,資工系,2,1,2,0,0,0,1,1,2,3,wakingup,nwcyse,nwcyes,ncwesy,nwcyes
F,2,特教23,3,2,2,2,0,0,0,1,2,3,working,csnewy,csenwy,cnsewy,csenwy
M,2,電子物理系,4,3,2,2,1,0,0,3,2,1,working,ncswey,ncswey,ncsewy,cnswey
F,2,教科系,3,2,0,0,0,0,1,2,1,3,working,ncswye,ncswey,ncsewy,cnswey
M,3,交大應化系,3,2,2,2,0,0,0,1,2,3,commuting,ecsnyw,ecnswy,ecsnwy,censwy
M,4,食品研究所,4,2,2,2,0,0,0,1,2,3,commuting,csnwye,csnwey,cnsewy,csnwey
M,2,工學院學士班,2,2,1,0,0,0,0,1,2,3,commuting,cnwyse,cnwyes,cnwesy,cnwyes
M,2,材料23,4,2,1,2,0,0,0,1,2,3,commuting,csewny,csewny,cesnwy,csewny
F,2,數學系,4,3,1,1,1,0,0,1,2,3,wakingup,csneyw,csenwy,cnsewy,csenwy
F,2,外語,4,4,2,1,0,0,0,1,2,3,commuting,nwecsy,nwcesy,newcsy,nwcesy
F,2,財金,1,0,1,0,1,0,0,3,2,1,working,wcysne,wcsyen,wcyens,cwsyen
F,4,EE,4,1,4,2,1,0,1,1,3,2,resting,ncsywe,ncsyew,ncsewy,cnsyew
F,4,資料處理科,2,1,0,1,0,0,0,1,2,3,resting,scnwye,scnwey,scnewy,csnwey
M,2,資工系,3,1,1,2,0,0,0,1,2,3,wakingup,cwnsye,cwnsey,cnwesy,cwnsey
F,4,護理科,2,1,2,0,0,0,0,1,2,3,commuting,cswney,csnwey,csweny,csnwey
M,2,數學系,4,?,?,?,?,?,?,1,2,3,commuting,csnewy,csenwy,cnsewy,csenwy
F,2,金融系,2,2,1,0,0,0,0,1,2,3,commuting,csnwye,csnwey,cnsewy,csnwey
F,2,工工系,3,2,2,1,0,0,0,2,1,3,commuting,cswney,csnwey,csweny,csnwey
M,2,電機系,4,2,1,4,0,0,0,1,2,3,resting,ecswny,ecswny,ecsnwy,ceswny
M,2,管理科學系,2,2,1,1,0,0,0,1,2,3,working,scwney,scnwey,scweny,csnwey
F,2,護理系,3,2,1,1,0,0,0,1,2,3,commuting,scnewy,scenwy,scnewy,csenwy
F,2,電物,2,1,1,0,0,0,0,1,2,3,working,cnswey,cnswey,cnsewy,cnswey
M,2,管理科學系,2,2,1,1,0,0,0,1,2,3,resting,scewny,scewny,scenwy,csewny
M,2,資工,3,2,1,2,1,0,1,1,2,3,commuting,ncsewy,nceswy,ncsewy,cneswy
F,2,教科系,3,1,0,3,0,0,0,1,2,3,commuting,csnwye,csnwey,cnsewy,csnwey
F,2,醫學檢驗生物技術學系,4,4,4,2,2,0,0,1,3,2,wakingup,ncswey,ncswey,ncsewy,cnswey
F,2,資工系,3,2,2,0,0,0,0,1,2,3,resting,csewny,csewny,cesnwy,csewny
M,2,不分系,2,1,2,1,1,0,1,2,1,3,commuting,sceywn,sceynw,scenwy,cseynw
F,4,經濟,4,1,2,1,1,1,2,1,2,3,wakingup,cnewsy,cnewsy,censwy,cnewsy
F,2,資工系,4,4,4,4,0,0,0,1,2,3,wakingup,csnwye,csnwey,cnsewy,csnwey
F,2,工科,4,2,1,4,0,0,0,1,2,3,resting,ncswye,ncswey,ncsewy,cnswey
M,2,資工系,2,1,0,1,0,0,0,1,2,3,resting,escnwy,escnwy,ecsnwy,escnwy
F,2,資工,2,1,1,0,0,0,0,1,2,3,wakingup,cswnye,csnwey,csweny,csnwey
F,4,經濟,4,1,2,1,1,1,2,1,2,3,commuting,ncsewy,nceswy,ncsewy,cneswy
F,4,經濟,4,1,2,1,1,1,2,1,2,3,resting,scewyn,scewny,scenwy,csewny
M,4,經濟,4,2,3,2,1,0,0,1,2,3,working,ncwsye,ncswey,ncwesy,cnswey
F,3,服科所,3,2,1,0,0,0,0,1,2,3,resting,csenwy,csenwy,cesnwy,csenwy
M,2,人社,3,1,2,0,1,0,0,1,3,2,commuting,ncswye,ncswey,ncsewy,cnswey
F,2,工工系,3,2,2,1,0,0,0,2,1,3,resting,ncsewy,nceswy,ncsewy,cneswy
M,2,資工,4,4,1,0,0,0,0,1,2,3,wakingup,cnwsye,cnswey,cnwesy,cnswey
M,2,資工11,3,2,1,1,1,0,1,1,2,3,working,wcsney,wcnsey,wcseny,cwnsey
M,3,材料所,3,1,1,2,0,0,0,1,2,3,working,cwnsey,cwnsey,cnwesy,cwnsey
F,4,經濟,4,1,2,1,1,1,2,1,2,3,working,ncswye,ncswey,ncsewy,cnswey
F,2,心諮系,2,1,0,1,0,0,0,1,2,3,wakingup,cnswey,cnswey,cnsewy,cnswey
M,3,資工所,1,1,0,0,0,0,0,1,2,3,commuting,wsncey,wscney,wnscey,swcney
F,4,金融所,3,2,2,0,0,0,0,1,2,3,working,ncswey,ncswey,ncsewy,cnswey
F,4,資料處理科,2,1,0,1,0,0,0,1,2,3,commuting,enscwy,encswy,enscwy,encswy
M,2,材料系,3,2,2,0,0,0,1,1,2,3,working,nscewy,nscewy,ncsewy,nscewy
M,2,電機系,3,1,1,2,0,0,0,1,2,3,wakingup,csnwey,csnwey,cnsewy,csnwey
F,3,傳播所,3,2,2,0,0,0,0,1,2,3,commuting,nwcsey,nwcsey,ncwesy,nwcsey
M,2,資工系,3,1,0,1,0,0,0,1,2,3,commuting,cwsney,cwnsey,csweny,cwnsey
F,4,EE,4,1,4,2,1,0,1,1,3,2,working,ncswye,ncswey,ncsewy,cnswey
F,2,數學系,4,3,1,1,1,0,0,1,2,3,working,scwnye,scnwey,scweny,csnwey
F,1,資工,3,1,3,0,0,0,0,1,2,3,commuting,ncsyew,ncsyew,ncsewy,cnsyew
M,2,資工,3,1,1,2,0,0,0,1,2,3,resting,csenwy,csenwy,cesnwy,csenwy
F,2,資工系,4,4,4,4,0,0,0,1,2,3,commuting,csnwye,csnwey,cnsewy,csnwey
F,2,服科所,2,1,0,1,0,0,0,1,2,3,working,csewny,csewny,cesnwy,csewny
M,2,資工,3,1,1,2,0,0,0,1,2,3,working,csenwy,csenwy,cesnwy,csenwy
F,2,資工,2,1,1,1,0,0,0,1,2,3,resting,csenwy,csenwy,cesnwy,csenwy
M,2,土木,4,1,3,3,1,0,0,1,2,3,commuting,nwcsey,nwcsey,ncwesy,nwcsey
M,3,社畜,4,1,0,2,0,0,1,1,2,3,working,csweny,csewny,csweny,csewny
F,2,電工系,3,3,2,0,0,0,0,1,2,3,wakingup,cnswye,cnswey,cnsewy,cnswey
F,2,清華大學 工業工程與工程管理學系,3,1,2,1,1,0,0,1,2,3,working,cnswey,cnswey,cnsewy,cnswey
F,2,資工系,3,2,1,2,0,0,0,1,2,3,resting,scewyn,scewny,scenwy,csewny
F,2,金融系,2,2,1,0,0,0,0,1,2,3,wakingup,csnwye,csnwey,cnsewy,csnwey
M,2,資工系,3,0,2,2,0,0,0,1,2,3,working,ncsewy,nceswy,ncsewy,cneswy
F,0,國小,0,0,0,0,0,0,0,3,2,1,wakingup,csnwey,csnwey,cnsewy,csnwey
F,4,食品營養科,1,1,1,1,0,0,0,1,2,3,resting,ncwsye,ncswey,ncwesy,cnswey
M,2,奈米學士班,0,0,2,3,4,2,1,3,2,1,wakingup,csewyn,csewny,cesnwy,csewny
M,2,電機系,4,3,1,2,1,0,0,2,1,3,resting,scnewy,scenwy,scnewy,csenwy
F,2,資工系,3,?,?,?,?,?,?,1,2,3,resting,nsecwy,nscewy,nescwy,nscewy
F,2,電機系,3,1,3,0,0,0,0,1,2,3,resting,cswyne,cswyen,csweny,cswyen
M,2,資工系,4,4,3,4,2,0,0,1,2,3,wakingup,nwcyse,nwcyes,ncwesy,nwcyes
F,2,醫學檢驗生物技術學系,4,4,4,2,2,0,0,1,3,2,working,cnwsey,cnswey,cnwesy,cnswey
M,3,工科所,2,1,1,2,0,0,0,1,2,3,wakingup,cwnesy,cwensy,cnwesy,cwensy
F,2,電物,2,1,1,0,0,0,0,1,2,3,resting,csenwy,csenwy,cesnwy,csenwy
F,2,資工系,1,?,?,?,?,?,?,1,2,3,wakingup,ncswey,ncswey,ncsewy,cnswey
F,1,清大心諮系,2,1,1,0,0,0,0,1,2,3,wakingup,csnwey,csnwey,cnsewy,csnwey
F,2,資工系,4,3,0,4,0,0,0,1,2,3,working,nscewy,nscewy,ncsewy,nscewy
F,4,中文,3,2,2,1,2,0,0,1,2,3,commuting,cnwsey,cnswey,cnwesy,cnswey
F,4,金融所,3,2,2,0,0,0,0,1,2,3,resting,necswy,necswy,nceswy,encswy
F,4,中文系,2,0,2,0,0,0,0,1,2,3,commuting,ncwsye,ncswey,ncwesy,cnswey
F,2,電機工程學系,1,2,1,0,1,0,0,1,2,3,wakingup,csewyn,csewny,cesnwy,csewny
F,2,人社,3,2,1,1,0,0,0,1,2,3,wakingup,nscwey,nscwey,ncsewy,nscwey
M,2,資工,4,1,1,3,1,0,1,1,2,3,working,cnswey,cnswey,cnsewy,cnswey
M,2,工學院學士班,2,2,1,0,0,0,0,1,2,3,resting,cnwyse,cnwyes,cnwesy,cnwyes
M,4,材料,3,0,1,1,1,0,0,1,2,3,wakingup,cwsyne,cwsyen,csweny,cwsyen
M,2,資工系,4,2,2,2,0,0,0,1,2,3,wakingup,csenyw,csenwy,cesnwy,csenwy
M,2,電機,4,2,2,2,0,0,0,1,2,3,commuting,csnewy,csenwy,cnsewy,csenwy
F,2,化工系,2,1,1,1,0,0,0,1,2,3,working,cnwsey,cnswey,cnwesy,cnswey
F,2,資工,3,0,0,4,0,0,0,1,2,3,wakingup,enscwy,encswy,enscwy,encswy
F,4,EE,4,1,4,2,1,0,1,1,3,2,wakingup,ncswye,ncswey,ncsewy,cnswey
F,4,護理科,2,1,2,0,0,0,0,1,2,3,wakingup,csnwye,csnwey,cnsewy,csnwey
M,2,經濟,3,2,1,1,0,0,0,1,3,2,resting,cwnyes,cwnyes,cnwesy,cwnyes
M,2,化工系,2,1,1,1,1,0,0,3,2,1,wakingup,ywescn,ywescn,yewcns,wyescn
M,3,衛教係,3,0,1,2,0,0,0,1,2,3,wakingup,scewyn,scewny,scenwy,csewny
M,2,化學,2,1,0,2,1,0,0,3,2,1,working,cwnsye,cwnsey,cnwesy,cwnsey
F,2,資工,3,1,0,3,0,0,0,1,2,3,resting,ncswey,ncswey,ncsewy,cnswey
F,2,歷史系,4,3,1,3,1,0,0,1,2,3,wakingup,nwcyse,nwcyes,ncwesy,nwcyes
F,3,經濟,4,2,1,2,1,1,1,1,2,3,resting,csenwy,csenwy,cesnwy,csenwy
F,3,服科所,3,2,1,0,0,0,0,1,2,3,commuting,cnwsey,cnswey,cnwesy,cnswey
F,2,資工系,4,3,2,3,0,0,0,1,2,3,working,scenwy,scenwy,scenwy,csenwy
F,2,電工系,3,3,2,0,0,0,0,1,2,3,resting,csnewy,csenwy,cnsewy,csenwy
M,2,資工11,3,2,1,1,1,0,1,1,2,3,wakingup,ncswey,ncswey,ncsewy,cnswey
M,3,資工所,2,1,0,2,0,0,0,2,1,3,working,sncwye,sncwey,scnewy,nscwey
M,2,計財,2,0,0,2,0,0,0,1,3,2,working,scewyn,scewny,scenwy,csewny
F,4,台大中文系畢業,3,1,2,0,0,0,0,1,2,3,wakingup,ncsywe,ncsyew,ncsewy,cnsyew
F,4,EE,4,1,4,2,1,0,1,1,3,2,commuting,ncsywe,ncsyew,ncsewy,cnsyew
M,3,衛教係,3,0,1,2,0,0,0,1,2,3,commuting,ecswyn,ecswny,ecsnwy,ceswny
F,2,資工系,3,1,0,2,0,0,0,3,1,2,working,csnewy,csenwy,cnsewy,csenwy
F,2,資工系,3,?,?,?,?,?,?,1,2,3,commuting,scwney,scnwey,scweny,csnwey
F,2,教育學院學士班,3,2,2,0,0,0,0,1,2,3,working,wcsney,wcnsey,wcseny,cwnsey
F,2,電機系,3,1,3,0,0,0,0,1,2,3,commuting,csenwy,csenwy,cesnwy,csenwy
M,3,資工所,1,1,0,0,0,0,0,1,2,3,working,ncwsye,ncswey,ncwesy,cnswey
M,1,物理系,3,1,2,2,0,0,0,1,2,3,commuting,nyeswc,nyescw,neycsw,nyescw
F,2,醫學系,4,3,2,3,0,0,0,1,2,3,commuting,csnewy,csenwy,cnsewy,csenwy
F,1,原科院學士班,1,1,1,1,0,0,0,1,2,3,commuting,scewyn,scewny,scenwy,csewny
M,2,資工11,4,1,0,3,0,0,0,1,2,3,working,cesnyw,censwy,cesnwy,censwy
M,2,資工系,2,1,0,2,0,0,0,1,2,3,commuting,ncwsye,ncswey,ncwesy,cnswey
M,2,材料系 ,2,0,1,1,0,0,0,1,2,3,working,wncsey,wncsey,wcnesy,nwcsey
M,1,生科系,2,4,3,0,1,2,3,1,2,3,commuting,scnywe,scnyew,scnewy,csnyew
F,1,清大心諮系,2,1,1,0,0,0,0,1,2,3,commuting,ncswye,ncswey,ncsewy,cnswey
F,4,金融所,3,2,2,0,0,0,0,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
M,2,資工系,4,2,2,2,0,0,0,1,2,3,working,cwsney,cwnsey,csweny,cwnsey
F,2,資工系,4,1,0,3,0,0,0,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
F,2,資工,3,?,?,?,?,?,?,1,2,3,working,csenwy,csenwy,cesnwy,csenwy
M,2,電機,4,2,2,2,0,0,0,1,2,3,working,ncsewy,nceswy,ncsewy,cneswy
M,2,資工系,3,1,0,1,0,0,0,1,2,3,working,csweny,csewny,csweny,csewny
M,2,電機,3,1,1,4,0,0,0,1,2,3,resting,ncswye,ncswey,ncsewy,cnswey
F,2,教科系,3,2,0,0,0,0,1,2,1,3,resting,csnwye,csnwey,cnsewy,csnwey
M,2,經濟,3,2,1,1,0,0,0,1,3,2,working,wncsey,wncsey,wcnesy,nwcsey
M,2,資工系,4,2,2,2,0,0,0,1,2,3,resting,cswney,csnwey,csweny,csnwey
F,2,機械系,4,2,2,4,1,0,0,1,2,3,wakingup,nscwye,nscwey,ncsewy,nscwey
M,2,資工系,3,1,1,1,0,0,0,1,2,3,resting,ncsewy,nceswy,ncsewy,cneswy
F,2,人社,2,2,2,0,0,0,0,1,2,3,commuting,wecsyn,wecsny,wcensy,ewcsny
F,2,數學系,4,3,1,1,1,0,0,1,2,3,commuting,cnwsey,cnswey,cnwesy,cnswey
F,2,資工,4,1,2,4,0,0,0,1,2,3,wakingup,ncyswe,ncsyew,ncyesw,cnsyew
M,2,資工,4,4,1,0,0,0,0,1,2,3,resting,nscewy,nscewy,ncsewy,nscewy
F,2,物理系,4,1,1,3,0,0,0,1,2,3,working,cwseny,cwesny,csweny,cwesny
M,2,資工系,4,4,3,4,2,0,0,1,2,3,working,nwcsye,nwcsey,ncwesy,nwcsey
M,3,清大工工,4,3,2,3,1,1,1,1,2,3,commuting,scewny,scewny,scenwy,csewny
M,2,資工,4,4,1,0,0,0,0,1,2,3,working,ncsewy,nceswy,ncsewy,cneswy
M,4,生命科學系,2,0,1,2,1,0,0,1,2,3,wakingup,nycwse,nycwes,ncyesw,nycwes
F,4,台大中文系畢業,3,1,2,0,0,0,0,1,2,3,resting,ncsewy,nceswy,ncsewy,cneswy
F,2,教科系,3,2,0,0,0,0,1,2,1,3,commuting,cnwsye,cnswey,cnwesy,cnswey
F,4,建國,4,1,0,2,0,0,0,1,2,3,commuting,scenwy,scenwy,scenwy,csenwy
F,3,服科所,3,2,1,0,0,0,0,1,2,3,wakingup,ncwsey,ncswey,ncwesy,cnswey
F,2,工科,4,2,1,4,0,0,0,1,2,3,working,cswyne,cswyen,csweny,cswyen
M,2,化工系,2,1,1,1,1,0,0,3,2,1,working,ynwesc,ynewcs,ynwces,nyewcs
M,4,材料,4,3,3,2,2,0,0,2,1,3,working,cnswey,cnswey,cnsewy,cnswey
F,2,文資系,2,1,0,2,0,0,0,1,2,3,working,ncwsey,ncswey,ncwesy,cnswey
M,2,機電系,3,2,3,1,0,0,0,1,2,3,commuting,csewyn,csewny,cesnwy,csewny
F,2,行銷系,4,1,2,3,0,0,0,1,2,3,resting,cnsewy,cneswy,cnsewy,cneswy
M,2,資工系,4,1,1,4,0,0,0,1,2,3,commuting,ncswey,ncswey,ncsewy,cnswey
F,4,應用化學,3,1,1,0,1,0,0,1,2,3,wakingup,nwcsye,nwcsey,ncwesy,nwcsey
F,4,中文,3,2,2,1,2,0,0,1,2,3,resting,wsceny,wsceny,wcseny,swceny
M,2,資訊工程系,2,2,1,1,0,0,0,1,2,3,commuting,secwny,secwny,scenwy,escwny
F,2,醫學檢驗生物技術學系,4,4,4,2,2,0,0,1,3,2,resting,scewny,scewny,scenwy,csewny
F,2,醫學系,4,3,2,3,0,0,0,1,2,3,working,csnewy,csenwy,cnsewy,csenwy
M,2,資工系,4,4,1,4,0,0,0,1,2,3,resting,csenyw,csenwy,cesnwy,csenwy
M,2,資工系,4,1,1,4,1,0,0,1,2,3,resting,escwny,escwny,ecsnwy,escwny
M,2,人社系,4,2,2,2,0,0,0,1,2,3,wakingup,csweny,csewny,csweny,csewny
F,2,護理系,3,2,1,1,0,0,0,1,2,3,resting,scnewy,scenwy,scnewy,csenwy
F,2,工科,4,2,1,4,0,0,0,1,2,3,commuting,ncswye,ncswey,ncsewy,cnswey
M,2,資工系,4,3,3,1,1,0,0,1,2,3,commuting,csewny,csewny,cesnwy,csewny
F,4,已畢業,2,0,1,0,1,0,0,1,2,3,resting,cwysne,cwsyen,cwyens,cwsyen
M,3,資工所,2,1,0,2,0,0,0,2,1,3,resting,sncewy,sncewy,scnewy,nscewy
M,3,生醫所,4,1,2,0,0,0,0,1,2,3,working,ncswye,ncswey,ncsewy,cnswey
M,2,資工系,4,?,?,?,?,?,?,3,2,1,commuting,nywesc,nyewcs,nwyces,nyewcs
M,2,資工,3,1,0,2,1,0,0,1,2,3,wakingup,ncsewy,nceswy,ncsewy,cneswy
M,3,材料所,3,1,1,2,0,0,0,1,2,3,wakingup,cnwsey,cnswey,cnwesy,cnswey
F,2,服科所,2,1,0,1,0,0,0,1,2,3,wakingup,scweny,scewny,scweny,csewny
F,2,行銷系,4,1,2,3,0,0,0,1,2,3,wakingup,cnsewy,cneswy,cnsewy,cneswy
M,2,資工系,3,2,2,2,0,0,0,1,2,3,commuting,csnwey,csnwey,cnsewy,csnwey
M,2,電機系,3,1,1,2,0,0,0,1,2,3,resting,ecswny,ecswny,ecsnwy,ceswny
M,1,物理系,3,1,2,2,0,0,0,1,2,3,wakingup,nyewsc,nyewcs,neycsw,nyewcs
F,2,清華大學 工業工程與工程管理學系,3,1,2,1,1,0,0,1,2,3,wakingup,cnswey,cnswey,cnsewy,cnswey
F,2,經濟,3,2,0,4,0,0,0,2,3,1,resting,csewny,csewny,cesnwy,csewny
F,2,資工系,2,?,?,?,?,?,?,1,3,2,working,csnewy,csenwy,cnsewy,csenwy
M,2,人社,3,1,2,0,1,0,0,1,3,2,working,nscwye,nscwey,ncsewy,nscwey
M,2,資工系,3,0,2,2,0,0,0,1,2,3,resting,ecswyn,ecswny,ecsnwy,ceswny
M,2,電資,3,1,1,2,1,0,0,1,2,3,working,cewsny,ceswny,cewnsy,ceswny
M,3,材料所,4,2,2,2,0,0,0,1,2,3,working,csewny,csewny,cesnwy,csewny
M,2,數據所,4,2,2,0,0,0,0,1,2,3,working,scenwy,scenwy,scenwy,csenwy
M,2,資工系,4,4,1,4,0,0,0,1,2,3,wakingup,csenyw,csenwy,cesnwy,csenwy
F,2,經濟系,2,1,1,1,0,0,0,1,2,3,working,ncwsey,ncswey,ncwesy,cnswey
M,2,資工,3,2,1,2,1,0,1,1,2,3,working,cnswye,cnswey,cnsewy,cnswey
M,2,電子物理系,4,3,2,2,1,0,0,3,2,1,wakingup,csnwey,csnwey,cnsewy,csnwey
F,2,教科系,3,1,0,3,0,0,0,1,2,3,wakingup,cnseyw,cneswy,cnsewy,cneswy
M,2,資工11,4,1,0,3,0,0,0,1,2,3,wakingup,cesnyw,censwy,cesnwy,censwy
M,2,醫環系,1,1,0,2,0,0,0,1,2,3,resting,nscewy,nscewy,ncsewy,nscewy
F,2,資工,1,1,1,1,0,0,0,2,1,3,commuting,nwcsey,nwcsey,ncwesy,nwcsey
F,2,資工系,3,1,0,2,0,0,0,3,1,2,wakingup,nwcesy,nwcesy,ncwesy,nwcesy
F,4,資料處理科,2,1,0,1,0,0,0,1,2,3,working,cnswye,cnswey,cnsewy,cnswey
M,2,資工系,2,1,0,1,0,0,0,1,2,3,working,csewny,csewny,cesnwy,csewny
M,2,資工系,4,3,3,1,1,0,0,1,2,3,working,csnwey,csnwey,cnsewy,csnwey
M,2,資工,3,2,1,2,1,0,1,1,2,3,resting,swecny,swceny,sewcny,swceny
F,3,經濟,4,2,1,2,1,1,1,1,2,3,wakingup,csenwy,csenwy,cesnwy,csenwy
M,2,數學系,3,?,?,?,?,?,?,1,2,3,resting,cswnye,csnwey,csweny,csnwey
F,4,工業管理科,2,0,0,0,0,0,0,1,2,3,commuting,csewyn,csewny,cesnwy,csewny
F,4,台大中文系畢業,3,1,2,0,0,0,0,1,2,3,working,ncsywe,ncsyew,ncsewy,cnsyew
